ID	Name	Desc
LL0000016906	LOC108191541	
LL0000016907	LOC108191543	uncharacterized LOC108191543,non-coding
LL0000016908	LOC108191548	uncharacterized LOC108191548,non-coding
LL0000016909	LOC108191592	E3 ubiquitin-protein ligase RBBP6-like
LL0000016910	LOC108191602	uncharacterized LOC108191602
LL0000016911	LOC108191611	uncharacterized LOC108191611
LL0000016912	LOC108191614	uncharacterized LOC108191614,non-coding
LL0000016913	LOC108191631	uncharacterized LOC108191631,non-coding
LL0000016914	LOC108191637	uncharacterized LOC108191637
LL0000016915	LOC108191638	fer-1-like protein 4
LL0000016916	LOC108191643	LIM domain and actin-binding protein 1-like
LL0000016917	LOC108191661	uncharacterized LOC108191661,non-coding
LL0000016918	LOC108191666	uncharacterized LOC108191666
LL0000016919	LOC108191668	uncharacterized LOC108191668,non-coding
LL0000016920	LOC108191691	slit homolog 2 protein-like
LL0000016921	LOC108191695	uncharacterized LOC108191695,non-coding
LL0000016923	LOC108191706	uncharacterized LOC108191706,non-coding
LL0000016924	LOC108191709	uncharacterized LOC108191709
LL0000016925	LOC108191717	uncharacterized LOC108191717,non-coding
LL0000016926	LOC108191721	uncharacterized LOC108191721,non-coding
LL0000016927	LOC108191726	uncharacterized LOC108191726,non-coding
LL0000016928	LOC108191746	sushi
LL0000016929	LOC108191752	legumain-like
LL0000016930	LOC108191766	uncharacterized LOC108191766,non-coding
LL0000016931	LOC108191771	uncharacterized LOC108191771
LL0000016932	LOC108191775	pancreatic secretory granule membrane major glycoprotein GP2-like
LL0000016933	LOC108191777	uncharacterized LOC108191777
LL0000016934	LOC108191778	pancreatic secretory granule membrane major glycoprotein GP2-like
LL0000016935	LOC108191783	uncharacterized LOC108191783,non-coding
LL0000016936	LOC108191789	uncharacterized LOC108191789,non-coding
LL0000016937	LOC108191791	uncharacterized LOC108191791,non-coding
LL0000016938	LOC108191800	uncharacterized LOC108191800,non-coding
LL0000016939	LOC108191933	uncharacterized LOC108191933,non-coding
LL0000016940	LOC108191949	gastrula zinc finger protein XlCGF8.2DB
LL0000016941	LOC108191951	uncharacterized LOC108191951,non-coding
LL0000016942	LOC108191961	uncharacterized mitochondrial protein AtMg00860-like
LL0000016943	LOC108191969	uncharacterized LOC108191969,non-coding
LL0000016944	LOC108191970	uncharacterized LOC108191970,non-coding
LL0000016945	LOC108191973	uncharacterized LOC108191973,non-coding
LL0000016946	LOC108191976	uncharacterized LOC108191976,non-coding
LL0000016947	LOC108192008	protein scribble homolog
LL0000016948	LOC108192014	serine/threonine-protein kinase pim-1-like
LL0000016949	LOC108192020	uncharacterized LOC108192020,non-coding
LL0000016950	LOC108192029	uncharacterized LOC108192029,non-coding
LL0000016951	LOC108192030	uncharacterized LOC108192030,non-coding
LL0000016952	LOC108192077	protocadherin beta-16-like
LL0000016953	LOC108192079	protocadherin Fat 2-like
LL0000016954	LOC108192080	protocadherin alpha-3-like
LL0000016955	LOC108192083	protocadherin alpha-3-like
LL0000016956	LOC108192084	protocadherin alpha-3-like
LL0000016957	LOC108192085	protocadherin alpha-6-like
LL0000016958	LOC108192086	protocadherin gamma-A11-like
LL0000016959	LOC108192131	uncharacterized LOC108192131,non-coding
LL0000016960	LOC108192140	uncharacterized LOC108192140,non-coding
LL0000016961	LOC108192148	uncharacterized LOC108192148,non-coding
LL0000016962	LOC108192156	uncharacterized LOC108192156,non-coding
LL0000016963	LOC108192157	uncharacterized LOC108192157,non-coding
LL0000016964	LOC108192163	uncharacterized LOC108192163
LL0000016965	LOC108192181	uncharacterized LOC108192181,non-coding
LL0000016966	LOC110437702	tripartite motif-containing protein 16-like
LL0000016967	LOC110437705	uncharacterized LOC110437705
LL0000016968	LOC110437706	disks large-associated protein 2-like
LL0000016969	LOC110437707	lipoxygenase homology domain-containing protein 1-like
LL0000016970	LOC110437709	zinc finger protein 664-like
LL0000016971	LOC110437710	ribonuclease inhibitor-like
LL0000016972	LOC110437711	transmembrane and immunoglobulin domain-containing protein 1-like
LL0000016973	LOC110437713	neoverrucotoxin subunit alpha-like
LL0000016974	LOC110437714	zinc finger protein 729-like
LL0000016975	LOC110437715	protein NLRC3-like
LL0000016976	LOC110437717	uncharacterized LOC110437717
LL0000016977	LOC110437722	gastrula zinc finger protein XlCGF8.2DB-like
LL0000016978	LOC110437723	uncharacterized LOC110437723
LL0000016979	LOC110437725	gastrula zinc finger protein XlCGF8.2DB-like
LL0000016980	LOC110437726	zinc finger protein OZF-like
LL0000016981	LOC110437727	uncharacterized LOC110437727,non-coding
LL0000016982	LOC110437732	uncharacterized LOC110437732,non-coding
LL0000016983	LOC110437733	alpha-tectorin-like
LL0000016984	LOC110437735	serine protease HTRA2
LL0000016985	LOC110437736	neuropilin and tolloid-like protein 1
LL0000016987	LOC110437746	zinc finger protein 708-like
LL0000016988	LOC110437748	uncharacterized LOC110437748,non-coding
LL0000016989	LOC110437749	regulator of G-protein signaling protein-like
LL0000016990	LOC110437750	uncharacterized protein DDB_G0271670-like
LL0000016991	LOC110437755	uncharacterized LOC110437755,non-coding
LL0000016992	LOC110437758	nesprin-2-like
LL0000016993	LOC110437760	AT-hook-containing transcription factor-like
LL0000016994	LOC110437761	serine/threonine-protein kinase pim-3-like
LL0000016995	LOC110437763	uncharacterized LOC110437763,non-coding
LL0000016996	LOC110437765	SEC14-like protein 1
LL0000016997	LOC110437766	uncharacterized LOC110437766,non-coding
LL0000016998	LOC110437767	CSC1-like protein 2
LL0000016999	LOC110437768	dynein heavy chain domain-containing protein 1-like
LL0000017000	LOC110437769	transcription termination factor 1-like
LL0000017001	LOC110437771	zinc finger protein 239-like
LL0000017002	LOC110437773	suppressor of tumorigenicity 7 protein homolog
LL0000017003	LOC110437774	A-kinase anchor protein 7-like
LL0000017004	LOC110437776	GTPase IMAP family member 7-like
LL0000017005	LOC110437777	short/branched chain specific acyl-CoA dehydrogenase
LL0000017006	LOC110437779	uncharacterized LOC110437779,non-coding
LL0000017007	LOC110437781	uncharacterized LOC110437781,non-coding
LL0000017008	LOC110437782	piggyBac transposable element-derived protein 4-like
LL0000017009	LOC110437784	gastrula zinc finger protein XlCGF8.2DB-like
LL0000017010	LOC110437785	uncharacterized LOC110437785,non-coding
LL0000017011	LOC110437787	uncharacterized LOC110437787
LL0000017012	LOC110437788	lysophosphatidic acid receptor 6-like
LL0000017013	LOC110437790	probable E3 ubiquitin-protein ligase HECTD4
LL0000017014	LOC110437791	uncharacterized LOC110437791
LL0000017015	LOC110437792	gastrula zinc finger protein xLCGF3.1-like
LL0000017016	LOC110437795	gastrula zinc finger protein XlCGF49.1-like
LL0000017017	LOC110437800	uncharacterized LOC110437800,non-coding
LL0000017018	LOC110437801	uncharacterized LOC110437801,non-coding
LL0000017019	LOC110437802	uncharacterized LOC110437802,non-coding
LL0000017020	LOC110437803	gastrula zinc finger protein XlCGF52.1-like
LL0000017021	LOC110437806	EF-hand calcium-binding domain-containing protein 4A-like
LL0000017022	LOC110437807	uncharacterized LOC110437807,non-coding
LL0000017023	LOC110437810	uncharacterized LOC110437810
LL0000017024	LOC110437813	gastrula zinc finger protein XlCGF28.1-like
LL0000017025	LOC110437814	gastrula zinc finger protein XlCGF8.2DB-like
LL0000017026	LOC110437817	uncharacterized LOC110437817,non-coding
LL0000017027	LOC110437818	ribonuclease inhibitor-like
LL0000017028	LOC110437820	uncharacterized LOC110437820,non-coding
LL0000017029	LOC110437821	rhamnose-binding lectin-like
LL0000017030	LOC110437823	gastrula zinc finger protein XlCGF57.1-like
LL0000017031	LOC110437824	uncharacterized LOC110437824,non-coding
LL0000017032	LOC110437825	uncharacterized LOC110437825
LL0000017033	LOC110437827	inaD-like protein
LL0000017034	LOC110437828	serine/threonine-protein kinase pim-3-like
LL0000017035	LOC110437829	cytochrome P450 2D6-like
LL0000017036	LOC110437830	serine protease HTRA2
LL0000017037	LOC110437832	uncharacterized LOC110437832,non-coding
LL0000017038	LOC110437833	probable E3 ubiquitin-protein ligase HECTD4
LL0000017039	LOC110437834	NLR family CARD domain-containing protein 3-like
LL0000017040	LOC110437835	NLR family CARD domain-containing protein 3-like
LL0000017041	LOC110437837	uncharacterized LOC110437837,non-coding
LL0000017042	LOC110437839	gastrula zinc finger protein XlCGF8.2DB-like
LL0000017043	LOC110437840	protein NLRC3-like
LL0000017044	LOC110437841	gastrula zinc finger protein XlCGF8.2DB-like
LL0000017045	LOC110437842	gastrula zinc finger protein XlCGF8.2DB-like
LL0000017046	LOC110437844	MICAL-like protein 2
LL0000017047	LOC110437845	uncharacterized LOC110437845
LL0000017048	LOC110437846	uncharacterized LOC110437846,non-coding
LL0000017049	LOC110437849	NACHT
LL0000017050	LOC110437856	putative leucine-rich repeat-containing protein DDB_G0290503
LL0000017051	LOC110437857	glutamine-rich protein 1-like
LL0000017052	LOC110437877	uncharacterized LOC110437877
LL0000017053	LOC110437879	nuclear factor 1 X-type-like
LL0000017054	LOC110437880	ribosomal RNA processing protein 1 homolog A-like
LL0000017055	LOC110437883	
LL0000017056	LOC110437885	uncharacterized LOC110437885,non-coding
LL0000017057	LOC110437886	uncharacterized LOC110437886
LL0000017058	LOC110437888	uncharacterized LOC110437888
LL0000017059	LOC110437891	uncharacterized LOC110437891,non-coding
LL0000017060	LOC110437894	uncharacterized LOC110437894,non-coding
LL0000017061	LOC110437895	spore wall protein 2-like
LL0000017062	LOC110437896	uncharacterized LOC110437896,non-coding
LL0000017063	LOC110437897	uncharacterized LOC110437897,non-coding
LL0000017064	LOC110437899	uncharacterized LOC110437899
LL0000017065	LOC110437908	uncharacterized LOC110437908,non-coding
LL0000017066	LOC110437909	uncharacterized LOC110437909,non-coding
LL0000017067	LOC110437912	rho guanine nucleotide exchange factor 28-like
LL0000017068	LOC110437915	G protein-activated inward rectifier potassium channel 1-like
LL0000017069	LOC110437919	uncharacterized LOC110437919,non-coding
LL0000017070	LOC110437920	uncharacterized LOC110437920,non-coding
LL0000017071	LOC110437921	uncharacterized LOC110437921,non-coding
LL0000017072	LOC110437922	E3 ubiquitin-protein ligase RNF152-like
LL0000017073	LOC110437924	uncharacterized LOC110437924
LL0000017074	LOC110437926	uncharacterized LOC110437926
LL0000017075	LOC110437928	zinc finger protein 271-like
LL0000017076	LOC110437929	uncharacterized LOC110437929,non-coding
LL0000017077	LOC110437930	uncharacterized LOC110437930,non-coding
LL0000017078	LOC110437931	caseinolytic peptidase B protein homolog
LL0000017079	LOC110437933	sialoadhesin-like
LL0000017080	LOC110437934	protein NLRC3-like
LL0000017081	LOC110437935	NACHT
LL0000017082	LOC110437936	zinc finger protein 239-like
LL0000017083	LOC110437937	arf-GAP with Rho-GAP domain
LL0000017084	LOC110437938	mitogen-activated protein kinase kinase kinase kinase 5-like
LL0000017085	LOC110437940	uncharacterized LOC110437940,non-coding
LL0000017086	LOC110437941	uncharacterized LOC110437941
LL0000017087	LOC110437942	E3 ubiquitin-protein ligase RNF14-like
LL0000017088	LOC110437943	autophagy-related protein 16-2-like
LL0000017089	LOC110437944	uncharacterized LOC110437944
LL0000017090	LOC110437945	uncharacterized protein F54H12.2-like
LL0000017091	LOC110437946	uncharacterized LOC110437946
LL0000017092	LOC110437948	signal peptide
LL0000017093	LOC110437949	putative white-brown complex homolog protein 30
LL0000017094	LOC110437953	adhesion G protein-coupled receptor L2-like
LL0000017095	LOC110437954	uncharacterized LOC110437954,non-coding
LL0000017096	LOC110437959	uncharacterized LOC110437959,non-coding
LL0000017097	LOC110437961	uncharacterized LOC110437961,non-coding
LL0000017098	LOC110437963	uncharacterized LOC110437963,non-coding
LL0000017099	LOC110437964	dual specificity phosphatase DUPD1-like
LL0000017100	LOC110437965	uncharacterized LOC110437965
LL0000017101	LOC110437966	uncharacterized LOC110437966,non-coding
LL0000017102	LOC110437967	uncharacterized LOC110437967,non-coding
LL0000017103	LOC110437969	uncharacterized LOC110437969
LL0000017104	LOC110437970	uncharacterized LOC110437970,non-coding
LL0000017105	LOC110437971	uncharacterized LOC110437971,non-coding
LL0000017106	LOC110437974	uncharacterized LOC110437974
LL0000017107	LOC110437978	uncharacterized LOC110437978,non-coding
LL0000017108	LOC110437979	uncharacterized LOC110437979
LL0000017109	LOC110437982	uncharacterized LOC110437982
LL0000017110	LOC110437984	uncharacterized LOC110437984,non-coding
LL0000017111	LOC110437985	uncharacterized LOC110437985,non-coding
LL0000017112	LOC110437988	uncharacterized LOC110437988,non-coding
LL0000017113	LOC110437989	uncharacterized LOC110437989,non-coding
LL0000017114	LOC110437991	uncharacterized LOC110437991,non-coding
LL0000017115	LOC110437992	serine/threonine-protein kinase pim-3-like
LL0000017116	LOC110437994	uncharacterized LOC110437994
LL0000017117	LOC110437996	uncharacterized LOC110437996,non-coding
LL0000017118	LOC110437999	uncharacterized LOC110437999,non-coding
LL0000017119	LOC110438000	uncharacterized LOC110438000,non-coding
LL0000017120	LOC110438002	uncharacterized LOC110438002,non-coding
LL0000017121	LOC110438004	raftlin-like
LL0000017122	LOC110438005	uncharacterized LOC110438005,non-coding
LL0000017123	LOC110438006	uncharacterized LOC110438006,non-coding
LL0000017124	LOC110438007	fap1 adhesin-like
LL0000017125	LOC110438008	uncharacterized LOC110438008,non-coding
LL0000017126	LOC110438009	uncharacterized LOC110438009,non-coding
LL0000017127	LOC110438010	mitosis inducer protein kinase cdr1-like
LL0000017128	LOC110438012	uncharacterized LOC110438012,non-coding
LL0000017129	LOC110438013	uncharacterized protein K02A2.6-like
LL0000017130	LOC110438014	uncharacterized LOC110438014,non-coding
LL0000017131	LOC110438016	uncharacterized LOC110438016,non-coding
LL0000017132	LOC110438017	uncharacterized LOC110438017,non-coding
LL0000017133	LOC110438018	uncharacterized LOC110438018,non-coding
LL0000017134	LOC110438019	uncharacterized LOC110438019,non-coding
LL0000017135	LOC110438020	uncharacterized LOC110438020,non-coding
LL0000017136	LOC110438024	uncharacterized LOC110438024,non-coding
LL0000017138	LOC110438027	uncharacterized LOC110438027,non-coding
LL0000017139	LOC110438029	uncharacterized LOC110438029,non-coding
LL0000017140	LOC110438030	uncharacterized LOC110438030,non-coding
LL0000017141	LOC110438031	
LL0000017142	LOC110438035	uncharacterized LOC110438035
LL0000017143	LOC110438039	uncharacterized LOC110438039,non-coding
LL0000017144	LOC110438040	uncharacterized LOC110438040
LL0000017145	LOC110438044	uncharacterized LOC110438044,non-coding
LL0000017146	LOC110438045	uncharacterized LOC110438045,non-coding
LL0000017147	LOC110438046	putative uncharacterized protein DDB_G0286901
LL0000017148	LOC110438047	uncharacterized LOC110438047
LL0000017149	LOC110438048	uncharacterized LOC110438048
LL0000017150	LOC110438049	uncharacterized LOC110438049,non-coding
LL0000017151	LOC110438051	uncharacterized LOC110438051,non-coding
LL0000017152	LOC110438054	uncharacterized LOC110438054,non-coding
LL0000017153	LOC110438055	uncharacterized LOC110438055,non-coding
LL0000017154	LOC110438056	tudor domain-containing protein 6-like
LL0000017155	LOC110438059	uncharacterized LOC110438059,non-coding
LL0000017156	LOC110438060	serine/threonine-protein kinase pim-2-like
LL0000017157	LOC110438061	uncharacterized LOC110438061,non-coding
LL0000017158	LOC110438062	uncharacterized LOC110438062,non-coding
LL0000017159	LOC110438064	uncharacterized LOC110438064,non-coding
LL0000017160	LOC110438065	uncharacterized LOC110438065,non-coding
LL0000017161	LOC110438067	uncharacterized LOC110438067,non-coding
LL0000017162	LOC110438070	
LL0000017163	LOC110438072	uncharacterized LOC110438072
LL0000017164	LOC110438075	protein lifeguard 3-like
LL0000017165	LOC110438076	protein FAM26F-like
LL0000017166	LOC110438077	protein unc-13 homolog A-like
LL0000017167	LOC110438079	rho guanine nucleotide exchange factor 17-like
LL0000017168	LOC110438080	uncharacterized LOC110438080
LL0000017169	LOC110438081	CUB and zona pellucida-like domain-containing protein 1
LL0000017170	LOC110438082	cadherin-3-like
LL0000017171	LOC110438084	uncharacterized LOC110438084
LL0000017172	LOC110438085	uncharacterized LOC110438085,non-coding
LL0000017173	LOC110438086	uncharacterized LOC110438086,non-coding
LL0000017174	LOC110438087	uncharacterized LOC110438087,non-coding
LL0000017175	LOC110438090	uncharacterized LOC110438090,non-coding
LL0000017176	LOC110438093	uncharacterized LOC110438093,non-coding
LL0000017177	LOC110438094	uncharacterized LOC110438094,non-coding
LL0000017178	LOC110438096	uncharacterized LOC110438096
LL0000017179	LOC110438102	uncharacterized LOC110438102
LL0000017180	LOC110438103	uncharacterized LOC110438103
LL0000017181	LOC110438104	extracellular calcium-sensing receptor-like
LL0000017182	LOC110438105	vomeronasal type-2 receptor 1-like
LL0000017183	LOC110438106	uncharacterized LOC110438106
LL0000017184	LOC110438108	neuropilin-1a-like
LL0000017185	LOC110438109	uncharacterized LOC110438109
LL0000017186	LOC110438112	
LL0000017187	LOC110438117	uncharacterized LOC110438117,non-coding
LL0000017188	LOC110438119	uncharacterized LOC110438119,non-coding
LL0000017189	LOC110438120	uncharacterized LOC110438120,non-coding
LL0000017190	LOC110438121	uncharacterized LOC110438121,non-coding
LL0000017191	LOC110438122	uncharacterized LOC110438122,non-coding
LL0000017192	LOC110438124	uncharacterized LOC110438124,non-coding
LL0000017193	LOC110438125	zonadhesin-like
LL0000017194	LOC110438126	uncharacterized LOC110438126,non-coding
LL0000017195	LOC110438127	uncharacterized LOC110438127,non-coding
LL0000017196	LOC110438130	uncharacterized LOC110438130,non-coding
LL0000017197	LOC110438131	uncharacterized LOC110438131,non-coding
LL0000017198	LOC110438135	uncharacterized LOC110438135,non-coding
LL0000017199	LOC110438136	uncharacterized LOC110438136
LL0000017200	LOC110438137	uncharacterized LOC110438137
LL0000017201	LOC110438141	uncharacterized LOC110438141
LL0000017202	LOC110438143	uncharacterized LOC110438143,non-coding
LL0000017203	LOC110438144	uncharacterized LOC110438144,non-coding
LL0000017204	LOC110438145	uncharacterized LOC110438145,non-coding
LL0000017205	LOC110438146	uncharacterized LOC110438146
LL0000017206	LOC110438149	uncharacterized LOC110438149
LL0000017207	LOC110438150	serine/threonine-protein kinase pim-2-like
LL0000017208	LOC110438151	uncharacterized LOC110438151,non-coding
LL0000017209	LOC110438152	uncharacterized LOC110438152,non-coding
LL0000017210	LOC110438154	ankyrin repeat domain-containing protein 34B-like
LL0000017211	LOC110438155	protein APCDD1-like
LL0000017212	LOC110438157	uncharacterized LOC110438157
LL0000017213	LOC110438160	uncharacterized LOC110438160
LL0000017214	LOC110438162	uncharacterized LOC110438162
LL0000017215	LOC110438164	golgin subfamily A member 6-like protein 6
LL0000017216	LOC110438165	adhesion G-protein coupled receptor F1-like
LL0000017217	LOC110438166	uncharacterized LOC110438166,non-coding
LL0000017218	LOC110438167	P17/29C-like protein DDB_G0287399
LL0000017219	LOC110438169	uncharacterized LOC110438169,non-coding
LL0000017220	LOC110438170	uncharacterized LOC110438170,non-coding
LL0000017221	LOC110438171	uncharacterized LOC110438171,non-coding
LL0000017222	LOC110438172	uncharacterized LOC110438172,non-coding
LL0000017223	LOC110438174	uncharacterized LOC110438174,non-coding
LL0000017224	LOC110438175	uncharacterized LOC110438175,non-coding
LL0000017225	LOC110438179	uncharacterized LOC110438179,non-coding
LL0000017226	LOC110438182	rho-associated protein kinase 2-like
LL0000017227	LOC110438185	uncharacterized LOC110438185
LL0000017228	LOC110438186	uncharacterized LOC110438186,non-coding
LL0000017229	LOC110438191	uncharacterized LOC110438191,non-coding
LL0000017230	LOC110438192	uncharacterized LOC110438192,non-coding
LL0000017231	LOC110438194	uncharacterized LOC110438194,non-coding
LL0000017232	LOC110438195	uncharacterized LOC110438195,non-coding
LL0000017233	LOC110438196	uncharacterized LOC110438196,non-coding
LL0000017234	LOC110438197	uncharacterized LOC110438197,non-coding
LL0000017235	LOC110438199	uncharacterized LOC110438199,non-coding
LL0000017236	LOC110438203	uncharacterized LOC110438203,non-coding
LL0000017237	LOC110438204	uncharacterized LOC110438204,non-coding
LL0000017238	LOC110438210	uncharacterized LOC110438210
LL0000017239	LOC110438211	uncharacterized LOC110438211,non-coding
LL0000017240	LOC110438212	uncharacterized LOC110438212,non-coding
LL0000017241	LOC110438213	uracil nucleotide/cysteinyl leukotriene receptor-like
LL0000017242	LOC110438215	uncharacterized LOC110438215
LL0000017243	LOC110438217	uncharacterized LOC110438217,non-coding
LL0000017244	LOC110438218	NACHT
LL0000017245	LOC110438219	uncharacterized LOC110438219,non-coding
LL0000017246	LOC110438220	serine/threonine-protein kinase pim-1-like
LL0000017247	LOC110438221	uncharacterized LOC110438221,non-coding
LL0000017248	LOC110438224	uncharacterized LOC110438224,non-coding
LL0000017249	LOC110438226	uncharacterized LOC110438226
LL0000017250	LOC110438228	uncharacterized LOC110438228,non-coding
LL0000017251	LOC110438232	uncharacterized LOC110438232,non-coding
LL0000017252	LOC110438234	ral guanine nucleotide dissociation stimulator-like
LL0000017253	LOC110438235	galactose-specific lectin nattectin-like
LL0000017254	LOC110438236	macrophage mannose receptor 1-like
LL0000017255	LOC110438237	arylsulfatase B-like
LL0000017256	LOC110438238	serine/threonine-protein kinase pim-3-like
LL0000017257	LOC110438239	lipoxygenase homology domain-containing protein 1-like
LL0000017258	LOC110438240	uncharacterized LOC110438240
LL0000017259	LOC110438241	uncharacterized LOC110438241,non-coding
LL0000017260	LOC110438242	uncharacterized LOC110438242,non-coding
LL0000017261	LOC110438243	uncharacterized LOC110438243,non-coding
LL0000017262	LOC110438246	uncharacterized LOC110438246,non-coding
LL0000017263	LOC110438247	uncharacterized LOC110438247,non-coding
LL0000017264	LOC110438250	uncharacterized LOC110438250,non-coding
LL0000017265	LOC110438251	gastrula zinc finger protein XlCGF26.1-like
LL0000017266	LOC110438252	gastrula zinc finger protein XlCGF28.1-like
LL0000017267	LOC110438253	uncharacterized LOC110438253,non-coding
LL0000017268	LOC110438254	NLR family CARD domain-containing protein 3-like
LL0000017269	LOC110438255	ribonuclease inhibitor-like
LL0000017270	LOC110438258	uncharacterized LOC110438258,non-coding
LL0000017271	LOC110438259	uncharacterized LOC110438259,non-coding
LL0000017272	LOC110438260	uncharacterized LOC110438260,non-coding
LL0000017273	LOC110438261	uncharacterized LOC110438261,non-coding
LL0000017274	LOC110438262	gastrula zinc finger protein XlCGF7.1-like
LL0000017275	LOC110438263	uncharacterized LOC110438263,non-coding
LL0000017276	LOC110438267	uncharacterized LOC110438267,non-coding
LL0000017277	LOC110438269	uncharacterized LOC110438269
LL0000017278	LOC110438271	uncharacterized LOC110438271,non-coding
LL0000017279	LOC110438274	uncharacterized LOC110438274,non-coding
LL0000017280	LOC110438276	
LL0000017281	LOC110438277	uncharacterized LOC110438277,non-coding
LL0000017282	LOC110438278	uncharacterized LOC110438278,non-coding
LL0000017283	LOC110438279	uncharacterized LOC110438279,non-coding
LL0000017284	LOC110438280	uncharacterized LOC110438280
LL0000017285	LOC110438281	uncharacterized LOC110438281,non-coding
LL0000017286	LOC110438282	uncharacterized LOC110438282,non-coding
LL0000017287	LOC110438283	uncharacterized LOC110438283,non-coding
LL0000017288	LOC110438285	uncharacterized LOC110438285,non-coding
LL0000017289	LOC110438286	uncharacterized LOC110438286,non-coding
LL0000017290	LOC110438288	arf-GAP with coiled-coil
LL0000017291	LOC110438289	vomeronasal type-1 receptor 1-like
LL0000017292	LOC110438290	gastrula zinc finger protein XlCGF71.1-like
LL0000017293	LOC110438291	gastrula zinc finger protein XlCGF7.1-like
LL0000017294	LOC110438293	uncharacterized LOC110438293
LL0000017295	LOC110438294	uncharacterized LOC110438294
LL0000017296	LOC110438295	uncharacterized LOC110438295
LL0000017297	LOC110438296	muscle M-line assembly protein unc-89-like
LL0000017298	LOC110438297	NLR family CARD domain-containing protein 3-like
LL0000017299	LOC110438298	ribonuclease inhibitor-like
LL0000017300	LOC110438299	tctex1 domain-containing protein 1-like
LL0000017301	LOC110438300	uncharacterized LOC110438300
LL0000017302	LOC110438302	serine/threonine-protein kinase pim-2-like
LL0000017303	LOC110438303	serine/threonine-protein kinase pim-2-like
LL0000017304	LOC110438304	serine/threonine-protein kinase pim-2-like
LL0000017305	LOC110438305	uncharacterized LOC110438305,non-coding
LL0000017306	LOC110438307	uncharacterized LOC110438307,non-coding
LL0000017307	LOC110438308	uncharacterized LOC110438308
LL0000017308	LOC110438309	uncharacterized LOC110438309,non-coding
LL0000017309	LOC110438311	uncharacterized LOC110438311
LL0000017310	LOC110438312	uncharacterized LOC110438312,non-coding
LL0000017311	LOC110438313	uncharacterized LOC110438313,non-coding
LL0000017312	LOC110438315	uncharacterized LOC110438315,non-coding
LL0000017313	LOC110438317	uncharacterized LOC110438317
LL0000017314	LOC110438320	kelch domain-containing protein 8B-like
LL0000017315	LOC110438323	uncharacterized LOC110438323,non-coding
LL0000017316	LOC110438330	roundabout homolog 2-like
LL0000017317	LOC110438331	uncharacterized LOC110438331
LL0000017318	LOC110438332	paraneoplastic antigen Ma1 homolog
LL0000017319	LOC110438333	DNA translocase FtsK 1-like
LL0000017320	LOC110438334	amphoterin-induced protein 3-like
LL0000017321	LOC110438335	uncharacterized LOC110438335
LL0000017322	LOC110438337	
LL0000017323	LOC110438338	mucin-2-like
LL0000017324	LOC110438339	uncharacterized LOC110438339
LL0000017325	LOC110438342	lethal(3)malignant brain tumor-like protein 4
LL0000017326	LOC110438343	cadherin-7-like
LL0000017327	LOC110438344	uncharacterized LOC110438344,non-coding
LL0000017328	LOC110438345	uncharacterized LOC110438345,non-coding
LL0000017329	LOC110438346	uncharacterized LOC110438346,non-coding
LL0000017330	LOC110438347	NXPE family member 3-like
LL0000017331	LOC110438348	cell adhesion molecule 4-like
LL0000017332	LOC110438349	uncharacterized LOC110438349,non-coding
LL0000017333	LOC110438350	uncharacterized LOC110438350,non-coding
LL0000017334	LOC110438353	uncharacterized LOC110438353,non-coding
LL0000017335	LOC110438356	uncharacterized LOC110438356,non-coding
LL0000017336	LOC110438357	uncharacterized LOC110438357,non-coding
LL0000017337	LOC110438359	uncharacterized LOC110438359,non-coding
LL0000017338	LOC110438360	uncharacterized LOC110438360
LL0000017339	LOC110438361	uncharacterized LOC110438361,non-coding
LL0000017340	LOC110438363	uncharacterized LOC110438363,non-coding
LL0000017341	LOC110438364	uncharacterized LOC110438364,non-coding
LL0000017342	LOC110438365	uncharacterized LOC110438365,non-coding
LL0000017343	LOC110438367	crossover junction endonuclease EME1-like
LL0000017344	LOC110438370	putative protein TPRXL
LL0000017345	LOC110438371	receptor-type tyrosine-protein phosphatase eta-like
LL0000017346	LOC110438372	receptor-type tyrosine-protein phosphatase eta-like
LL0000017347	LOC110438374	uncharacterized LOC110438374,non-coding
LL0000017348	LOC110438375	SRSF protein kinase 2-like
LL0000017349	LOC110438378	mucin-2-like
LL0000017350	LOC110438379	uncharacterized LOC110438379,non-coding
LL0000017351	LOC110438380	uncharacterized LOC110438380,non-coding
LL0000017352	LOC110438381	uncharacterized LOC110438381
LL0000017353	LOC110438382	uncharacterized LOC110438382
LL0000017354	LOC110438386	uncharacterized LOC110438386,non-coding
LL0000017355	LOC110438387	uncharacterized LOC110438387,non-coding
LL0000017356	LOC110438388	uncharacterized LOC110438388,non-coding
LL0000017357	LOC110438390	uncharacterized LOC110438390
LL0000017358	LOC110438391	uncharacterized LOC110438391,non-coding
LL0000017359	LOC110438392	uncharacterized LOC110438392,non-coding
LL0000017360	LOC110438393	uncharacterized LOC110438393
LL0000017361	LOC110438394	uncharacterized LOC110438394,non-coding
LL0000017362	LOC110438396	myosin-10-like
LL0000017363	LOC110438397	uncharacterized LOC110438397
LL0000017364	LOC110438399	uncharacterized LOC110438399,non-coding
LL0000017365	LOC110438400	transient receptor potential cation channel subfamily M member 1-like
LL0000017366	LOC110438401	uncharacterized LOC110438401,non-coding
LL0000017367	LOC110438404	serine/threonine-protein kinase pim-2-like
LL0000017368	LOC110438405	uncharacterized LOC110438405,non-coding
